iter	Logloss
536	0.2398980514
537	0.2397702726
538	0.239612103
539	0.2393701672
540	0.2391727813
541	0.2389358728
542	0.2386416776
543	0.2384895185
544	0.238092896
545	0.2375836808
546	0.237479854
547	0.2372091457
548	0.2369936816
549	0.236671504
550	0.2365241924
551	0.2363627606
552	0.2360002001
553	0.2358675819
554	0.2357853835
555	0.2357684012
556	0.2354113518
557	0.2351414503
558	0.2348828265
559	0.2345062659
560	0.2342929508
561	0.2339198621
562	0.2337919493
563	0.2336194288
564	0.2333407911
565	0.2331055628
566	0.2328923124
567	0.2327637906
568	0.2325206853
569	0.2321927313
570	0.2320008636
571	0.2316262333
572	0.231068961
573	0.2308026488
574	0.2305098131
575	0.2302798057
576	0.2301372229
577	0.2299538946
578	0.2297072952
579	0.2295825229
580	0.2294631862
581	0.2289073124
582	0.228669331
583	0.2284943576
584	0.2280903003
585	0.2279315472
586	0.2277974618
587	0.2275866823
588	0.2273264028
589	0.2270730737
590	0.2267219788
591	0.2265250251
592	0.2262927734
593	0.2261504856
594	0.2259086032
595	0.2255716846
596	0.2252084875
597	0.2251475303
598	0.2250048683
599	0.2245973365
600	0.2243494432
601	0.2240888979
602	0.2238681138
603	0.2237333507
604	0.223425501
605	0.2229972336
606	0.2228080896
607	0.2225310426
608	0.2223213637
609	0.2220094515
610	0.2218558596
611	0.2214095819
612	0.2212418103
613	0.2211092863
614	0.2208636637
615	0.2206896762
616	0.2204755796
617	0.2200549832
618	0.2197325869
619	0.2194519749
620	0.2192540887
621	0.2191755477
622	0.2188855144
623	0.2186962134
624	0.2184511271
625	0.21820346
626	0.217875574
627	0.2177248764
628	0.2174451938
629	0.2173369276
630	0.2171960469
631	0.2170531423
632	0.2167065361
633	0.2165385081
634	0.2162804412
635	0.2159608763
636	0.2158307763
637	0.2156275127
638	0.2152137597
639	0.2149784811
640	0.2147759484
641	0.2144781319
642	0.2143404384
643	0.2141875277
644	0.2141071204
645	0.2137478545
646	0.2132847972
647	0.2132480565
648	0.2129046323
649	0.2126214029
650	0.2123393598
651	0.2119921848
652	0.2117774784
653	0.2115345681
654	0.2114185266
655	0.2112101655
656	0.2111312276
657	0.2109168011
658	0.2108325832
659	0.2107589938
660	0.2103569654
661	0.2101710295
662	0.2098516177
663	0.209701444
664	0.2096797887
665	0.2095365852
666	0.2093151668
667	0.2091911277
668	0.2089327093
669	0.2088644002
670	0.2084593187
671	0.208207555
672	0.2080785853
673	0.2079569149
674	0.2076166163
675	0.207382842
676	0.2071204606
677	0.206821974
678	0.2066528617
679	0.206563309
680	0.2063891281
681	0.2061885654
682	0.2060189198
683	0.2058479712
684	0.2057051915
685	0.2053818951
686	0.2052617504
687	0.2049380851
688	0.2046982932
689	0.2044855468
690	0.2042044218
691	0.2040769894
692	0.2037468104
693	0.2036368248
694	0.203372559
695	0.2031394196
696	0.2029569876
697	0.2029058959
698	0.2027850934
699	0.2025723518
700	0.2022921548
701	0.2020211232
702	0.2018210513
703	0.2016373173
704	0.2014889138
705	0.2012471293
706	0.2010164435
707	0.2008389837
708	0.2006597312
709	0.2005819539
710	0.200387385
711	0.2002692543
712	0.2000972962
713	0.199877488
714	0.199642622
715	0.199267961
716	0.1991162721
717	0.1988871756
718	0.1987092918
719	0.1985665976
720	0.1982436858
721	0.1981028033
722	0.1978740522
723	0.1977013171
724	0.1975673256
725	0.1971353259
726	0.1969668646
727	0.196763705
728	0.1966154883
729	0.1964247799
730	0.1963502152
731	0.196264616
732	0.1959814418
733	0.1958966425
734	0.1955331447
735	0.1952662832
736	0.1951600601
737	0.1948903334
738	0.1947167053
739	0.1944419346
740	0.1943718569
741	0.1941890813
742	0.1941614224
743	0.1940609859
744	0.1939172192
745	0.1937050191
746	0.1934832024
747	0.193196612
748	0.193094942
749	0.1929968788
750	0.1928069453
751	0.1925368386
752	0.1924202459
753	0.1923050649
754	0.1921501483
755	0.1920872048
756	0.1917895859
757	0.1915085426
758	0.1911817655
759	0.1909522432
760	0.1908617175
761	0.1908095851
762	0.1906681029
763	0.19043544
764	0.1902077322
765	0.189853412
766	0.1897688861
767	0.1894618733
768	0.1893483653
769	0.1892734389
770	0.1890653523
771	0.1888542987
772	0.1886973562
773	0.1884918043
774	0.1883841763
775	0.1880337295
776	0.1877772899
777	0.1875376969
778	0.1873779586
779	0.1872024336
780	0.1871355113
781	0.1868114956
782	0.1864833581
783	0.1861995575
784	0.1860241716
785	0.1857834854
786	0.1855759535
787	0.1854250517
788	0.1853041669
789	0.1849452646
790	0.1847137269
791	0.1846904748
792	0.184542611
793	0.1845112449
794	0.1843544125
795	0.1842155809
796	0.1841233511
797	0.1840542772
798	0.1839571416
799	0.1835119547
800	0.1833621973
801	0.1832334471
802	0.1831758087
803	0.1830986883
804	0.1830585084
805	0.1829999411
806	0.1827912514
807	0.1826161097
808	0.1822862863
809	0.182200858
810	0.1821710968
811	0.1816973181
812	0.181495645
813	0.1813334488
814	0.1811901433
815	0.1811564428
816	0.1809779818
817	0.1807575431
818	0.1805546787
819	0.1804115896
820	0.1800794877
821	0.1799855435
822	0.1797985243
823	0.1797438589
824	0.1795567067
825	0.1792908797
826	0.1792086805
827	0.1790861207
828	0.1789503207
829	0.1786844408
830	0.1784380546
831	0.1783763072
832	0.1781791567
833	0.1780528299
834	0.177930525
835	0.1777434049
836	0.1776156151
837	0.1773307215
838	0.1772832568
839	0.1770734651
840	0.1767371964
841	0.1764864728
842	0.1763417596
843	0.1761940395
844	0.1758931494
845	0.1757641197
846	0.1754872027
847	0.1752276284
848	0.1750458882
849	0.1748466371
850	0.1747732142
851	0.1745752194
852	0.1744283201
853	0.1741861675
854	0.1741115635
855	0.1738180428
856	0.1736911883
857	0.1733943814
858	0.1731439673
859	0.1728590694
860	0.1726488776
861	0.1725425877
862	0.1722242068
863	0.1719295981
864	0.1717960764
865	0.1716302913
866	0.1713214729
867	0.1712031145
868	0.1709856685
869	0.1708011174
870	0.1705670337
871	0.1704407642
872	0.1702380106
873	0.1700855445
874	0.1699397204
875	0.1697771032
876	0.1695801217
877	0.1693348898
878	0.169242447
879	0.1691008815
880	0.1688987679
881	0.1687431285
882	0.1685123136
883	0.168231118
884	0.1680393522
885	0.1677938306
886	0.1676426871
887	0.1675637198
888	0.1674071737
889	0.1672827522
890	0.1670312658
891	0.1669722062
892	0.1668426059
893	0.166696541
894	0.1666572692
895	0.1663938703
896	0.1662003491
897	0.165998786
898	0.1658539085
899	0.1656110992
900	0.1654984092
901	0.1654192273
902	0.1652527494
903	0.1650411586
904	0.1649208344
905	0.1647141985
906	0.1645184898
907	0.1644252142
908	0.1641617367
909	0.1641178771
910	0.1639500102
911	0.1637525532
912	0.1636958383
913	0.1636439752
914	0.1635060438
915	0.1633698652
916	0.1632219389
917	0.1630161213
918	0.1628290145
919	0.162626477
920	0.1622953648
921	0.1620859361
922	0.1619406445
923	0.1617648952
924	0.1617167065
925	0.1616419809
926	0.1613669425
927	0.1613364471
928	0.1611217887
929	0.1609872441
930	0.1607832677
931	0.1606165206
932	0.1603834078
933	0.1602569759
934	0.1601415881
935	0.1601019145
936	0.1599276303
937	0.159732341
938	0.1594488647
939	0.1592857696
940	0.1590694565
941	0.1589325382
942	0.1586524176
943	0.1586010495
944	0.1583659518
945	0.1583405621
946	0.1581641969
947	0.1579686803
948	0.1576688433
949	0.1575071215
950	0.1574107084
951	0.1570189428
952	0.1569576443
953	0.1567583461
954	0.1564538734
955	0.1562188901
956	0.1559640312
957	0.1558236202
958	0.155753881
959	0.1555778841
960	0.1554389211
961	0.1552255282
962	0.1549929695
963	0.1548542459
964	0.1547609953
965	0.1546265115
966	0.1545163754
967	0.154373949
968	0.1540867994
969	0.1537787763
970	0.1536131999
971	0.1533883784
972	0.1531267238
973	0.1529754052
974	0.1527472197
975	0.1527188241
976	0.1525987287
977	0.1524041007
978	0.152223066
979	0.1520907505
980	0.1519425766
981	0.1519005144
982	0.1517174189
983	0.1515341464
984	0.1514445781
985	0.1512979019
986	0.1510692051
987	0.150933433
988	0.1507038856
989	0.150652716
990	0.1504978342
991	0.1502635632
992	0.1501220254
993	0.1500333098
994	0.1499227812
995	0.1498694613
996	0.1496443422
997	0.1495681732
998	0.1495358617
999	0.1492828447
