iter	Passed	Remaining
132	2315	15096
133	2331	15068
134	2348	15045
135	2366	15036
136	2384	15019
137	2397	14977
138	2417	14972
139	2433	14949
140	2452	14939
141	2473	14944
142	2489	14921
143	2508	14913
144	2526	14895
145	2542	14871
146	2558	14847
147	2577	14838
148	2595	14822
149	2612	14805
150	2630	14789
151	2648	14776
152	2665	14754
153	2681	14729
154	2700	14721
155	2719	14713
156	2734	14685
157	2752	14666
158	2770	14656
159	2788	14639
160	2807	14630
161	2820	14590
162	2836	14564
163	2859	14576
164	2877	14561
165	2893	14539
166	2909	14512
167	2925	14486
168	2943	14475
169	2964	14472
170	2983	14464
171	3003	14457
172	3019	14436
173	3042	14442
174	3060	14427
175	3076	14405
176	3091	14375
177	3109	14357
178	3124	14329
179	3142	14315
180	3160	14298
181	3175	14272
182	3189	14241
183	3206	14221
184	3220	14189
185	3237	14167
186	3258	14164
187	3274	14143
188	3292	14128
189	3305	14092
190	3322	14070
191	3339	14052
192	3355	14029
193	3371	14008
194	3388	13987
195	3403	13962
196	3419	13938
197	3435	13915
198	3451	13893
199	3471	13884
200	3487	13861
201	3503	13839
202	3518	13812
203	3536	13799
204	3553	13778
205	3569	13756
206	3586	13739
207	3602	13717
208	3620	13703
209	3639	13693
210	3661	13690
211	3676	13667
212	3690	13636
213	3705	13610
214	3720	13584
215	3741	13581
216	3761	13572
217	3777	13551
218	3794	13531
219	3809	13506
220	3824	13479
221	3841	13462
222	3859	13446
223	3880	13442
224	3897	13424
225	3913	13403
226	3930	13386
227	3949	13371
228	3966	13354
229	3981	13330
230	3997	13308
231	4013	13286
232	4032	13275
233	4049	13256
234	4069	13246
235	4087	13232
236	4107	13223
237	4126	13210
238	4143	13191
239	4160	13174
240	4174	13147
241	4190	13124
242	4206	13104
243	4228	13101
244	4246	13084
245	4266	13076
246	4282	13054
247	4296	13028
248	4311	13002
249	4331	12994
250	4347	12974
251	4365	12956
252	4380	12933
253	4394	12905
254	4410	12886
255	4429	12873
256	4447	12859
257	4467	12848
258	4482	12824
259	4496	12798
260	4514	12783
261	4533	12769
262	4551	12755
263	4571	12745
264	4587	12723
265	4603	12702
266	4619	12681
267	4636	12664
268	4653	12646
269	4674	12638
270	4691	12619
271	4711	12610
272	4736	12614
273	4752	12592
274	4772	12582
275	4790	12566
276	4808	12549
277	4826	12534
278	4849	12531
279	4869	12520
280	4883	12495
281	4900	12477
282	4914	12451
283	4929	12427
284	4946	12408
285	4965	12397
286	4983	12381
287	5001	12364
288	5022	12355
289	5040	12341
290	5062	12334
291	5077	12310
292	5093	12290
293	5111	12274
294	5131	12262
295	5148	12244
296	5162	12219
297	5180	12202
298	5198	12188
299	5217	12173
300	5234	12155
301	5252	12139
302	5268	12118
303	5284	12098
304	5299	12075
305	5316	12056
306	5333	12040
307	5354	12029
308	5372	12014
309	5388	11994
310	5406	11978
311	5426	11965
312	5444	11949
313	5464	11938
314	5483	11924
315	5498	11902
316	5517	11887
317	5531	11863
318	5548	11844
319	5567	11831
320	5585	11815
321	5601	11794
322	5616	11772
323	5634	11755
324	5655	11746
325	5672	11727
326	5687	11706
327	5705	11688
328	5722	11671
329	5736	11646
330	5751	11625
331	5771	11612
332	5787	11591
333	5805	11577
334	5824	11562
335	5847	11555
336	5863	11535
337	5878	11514
338	5896	11497
339	5912	11476
340	5929	11459
341	5953	11454
342	5972	11440
343	5986	11415
344	6002	11396
345	6020	11379
346	6035	11358
347	6052	11340
348	6070	11322
349	6085	11302
350	6101	11281
351	6120	11266
352	6137	11249
353	6154	11231
354	6171	11212
355	6189	11197
356	6207	11180
357	6223	11161
358	6240	11142
359	6257	11123
360	6274	11106
361	6292	11090
362	6310	11073
363	6326	11053
364	6345	11040
365	6362	11020
366	6378	11002
367	6396	10985
368	6412	10966
369	6428	10946
370	6448	10932
371	6463	10912
372	6479	10891
373	6494	10870
374	6510	10850
375	6528	10834
376	6545	10816
377	6564	10801
378	6578	10779
379	6595	10760
380	6610	10740
381	6623	10716
382	6640	10698
383	6657	10679
384	6674	10661
385	6692	10645
386	6709	10627
387	6726	10610
388	6747	10597
389	6763	10578
390	6781	10562
391	6797	10542
392	6812	10522
393	6827	10501
394	6843	10481
395	6859	10462
396	6873	10440
397	6887	10418
398	6906	10402
399	6922	10383
400	6938	10363
401	6957	10349
402	6975	10332
403	6992	10315
404	7006	10293
405	7020	10271
406	7038	10254
407	7055	10236
408	7071	10218
409	7088	10201
410	7105	10183
411	7119	10160
412	7137	10144
413	7156	10129
414	7172	10111
415	7194	10100
416	7211	10082
417	7229	10066
418	7248	10051
419	7265	10033
420	7282	10015
421	7301	10001
422	7320	9985
423	7336	9967
424	7355	9952
425	7371	9932
426	7387	9913
427	7404	9895
428	7418	9874
429	7437	9859
430	7454	9841
431	7472	9824
432	7491	9809
433	7509	9793
434	7524	9772
435	7541	9755
436	7557	9736
437	7575	9720
438	7592	9702
439	7607	9682
440	7623	9663
441	7639	9644
442	7654	9624
443	7670	9605
444	7686	9586
445	7705	9570
446	7718	9549
447	7737	9533
448	7753	9515
449	7767	9493
450	7789	9481
451	7807	9466
452	7824	9447
453	7844	9434
454	7862	9417
455	7876	9396
456	7895	9381
457	7912	9363
458	7931	9348
459	7948	9331
460	7965	9312
461	7981	9294
462	7996	9274
463	8012	9255
464	8029	9238
465	8050	9225
466	8066	9206
467	8085	9191
468	8100	9171
469	8114	9150
470	8130	9131
471	8147	9114
472	8165	9097
473	8183	9080
474	8200	9063
475	8217	9046
476	8237	9032
477	8254	9013
478	8271	8996
479	8286	8977
480	8303	8959
481	8319	8940
482	8338	8924
483	8354	8906
484	8371	8889
485	8390	8874
486	8405	8854
487	8424	8838
488	8442	8822
489	8458	8804
490	8475	8785
491	8496	8772
492	8512	8754
493	8529	8736
494	8547	8720
495	8563	8701
496	8584	8688
497	8599	8669
498	8615	8650
499	8635	8635
500	8654	8620
501	8670	8601
502	8686	8582
503	8702	8564
504	8718	8545
505	8739	8531
506	8755	8513
507	8771	8495
508	8787	8476
509	8804	8459
510	8823	8443
511	8844	8429
512	8861	8412
513	8879	8395
514	8899	8380
515	8914	8361
516	8931	8344
517	8950	8328
518	8968	8311
519	8986	8295
520	9003	8277
521	9022	8261
522	9043	8248
523	9062	8232
524	9084	8219
525	9099	8200
526	9116	8182
527	9137	8168
528	9153	8149
529	9168	8130
530	9187	8114
531	9203	8096
532	9221	8079
533	9238	8062
534	9254	8044
535	9272	8026
536	9291	8011
537	9307	7992
538	9325	7976
539	9341	7957
540	9360	7941
541	9379	7926
542	9396	7907
543	9412	7890
544	9431	7874
545	9450	7857
546	9464	7837
547	9482	7821
548	9502	7806
549	9521	7790
550	9539	7773
551	9556	7755
552	9574	7739
553	9591	7721
554	9609	7704
555	9627	7688
556	9645	7671
557	9660	7651
558	9678	7635
559	9696	7618
560	9712	7600
561	9732	7585
562	9750	7568
563	9770	7553
564	9788	7536
565	9804	7518
566	9819	7499
567	9841	7485
568	9859	7468
569	9877	7451
570	9893	7432
571	9908	7413
572	9923	7394
573	9939	7376
574	9958	7360
575	9977	7344
576	9997	7328
577	10011	7309
578	10029	7292
579	10047	7275
580	10064	7258
581	10082	7241
582	10099	7223
583	10117	7206
584	10135	7189
585	10152	7172
586	10172	7156
587	10187	7138
588	10205	7121
589	10225	7105
590	10244	7089
591	10262	7072
592	10279	7055
593	10295	7036
594	10312	7019
595	10329	7001
596	10346	6984
597	10362	6966
598	10383	6950
599	10398	6932
600	10416	6915
601	10433	6897
602	10451	6880
603	10470	6864
604	10485	6846
605	10500	6827
606	10516	6809
607	10534	6791
608	10551	6774
609	10570	6758
610	10588	6741
611	10605	6723
612	10621	6705
613	10640	6689
614	10661	6674
615	10677	6656
616	10696	6639
617	10714	6622
618	10731	6605
619	10748	6588
620	10765	6570
621	10782	6552
622	10798	6534
623	10815	6517
624	10835	6501
625	10849	6482
626	10867	6465
627	10886	6448
628	10901	6429
629	10915	6410
630	10933	6393
631	10951	6376
632	10969	6359
633	10985	6341
634	11003	6324
635	11017	6305
636	11034	6288
637	11050	6269
638	11070	6254
639	11086	6236
640	11102	6218
641	11120	6201
642	11138	6184
643	11153	6165
644	11168	6146
645	11184	6129
646	11204	6112
647	11221	6095
648	11237	6077
649	11255	6060
650	11273	6043
651	11289	6025
652	11305	6007
653	11324	5991
654	11340	5973
655	11357	5955
656	11377	5939
657	11391	5920
658	11406	5902
659	11422	5884
660	11437	5865
661	11452	5847
662	11469	5830
663	11485	5811
664	11499	5793
665	11517	5776
666	11536	5759
667	11551	5741
668	11568	5723
669	11584	5705
670	11600	5687
671	11619	5671
672	11635	5653
673	11653	5636
674	11671	5619
675	11686	5601
676	11710	5587
677	11727	5569
678	11744	5552
679	11763	5535
680	11781	5518
681	11799	5501
682	11818	5485
683	11837	5468
684	11857	5452
685	11875	5435
686	11896	5420
687	11917	5404
688	11934	5386
689	11951	5369
690	11968	5352
691	11986	5334
692	12004	5317
693	12021	5300
694	12044	5285
695	12060	5267
696	12079	5251
697	12097	5234
698	12116	5217
699	12133	5200
700	12155	5184
701	12170	5166
702	12189	5149
703	12206	5132
704	12225	5115
705	12249	5101
706	12268	5084
707	12285	5066
708	12305	5050
709	12325	5034
710	12342	5017
711	12365	5001
712	12383	4984
713	12400	4967
714	12419	4950
715	12440	4934
716	12459	4917
717	12478	4900
718	12497	4884
719	12518	4868
720	12536	4851
721	12559	4835
722	12572	4817
723	12590	4799
724	12605	4781
725	12625	4765
726	12645	4748
727	12662	4731
728	12680	4713
729	12694	4695
730	12710	4677
731	12725	4659
732	12745	4642
733	12762	4625
734	12779	4607
735	12795	4589
736	12810	4571
737	12827	4553
738	12844	4536
739	12861	4518
740	12877	4500
741	12890	4481
742	12903	4463
743	12919	4445
744	12940	4429
745	12957	4411
746	12972	4393
747	12989	4376
748	13006	4358
749	13027	4342
750	13043	4324
751	13058	4306
752	13075	4289
753	13091	4271
754	13112	4254
755	13127	4236
756	13143	4219
757	13162	4202
758	13176	4183
759	13191	4165
760	13205	4147
761	13225	4130
762	13246	4114
763	13263	4097
764	13278	4078
765	13292	4060
766	13307	4042
767	13322	4024
768	13341	4007
769	13356	3989
770	13374	3972
771	13391	3954
772	13409	3937
773	13431	3921
774	13448	3904
775	13464	3886
776	13479	3868
777	13495	3850
778	13512	3833
779	13531	3816
780	13549	3799
781	13566	3781
782	13582	3764
783	13596	3746
784	13611	3727
785	13631	3711
786	13650	3694
787	13665	3676
788	13681	3658
789	13695	3640
790	13712	3623
791	13731	3606
792	13749	3588
793	13764	3571
794	13781	3553
795	13799	3536
796	13816	3519
797	13836	3502
798	13852	3484
799	13868	3467
800	13884	3449
801	13901	3432
802	13920	3415
803	13941	3398
804	13962	3382
805	13979	3364
806	13994	3346
807	14012	3329
808	14035	3313
809	14051	3295
810	14067	3278
811	14082	3260
812	14098	3242
813	14115	3225
814	14131	3207
815	14147	3190
816	14163	3172
817	14181	3155
818	14198	3137
819	14212	3119
820	14232	3103
821	14247	3085
822	14266	3068
823	14283	3050
824	14300	3033
825	14319	3016
826	14336	2999
827	14352	2981
828	14368	2963
829	14386	2946
830	14403	2929
831	14423	2912
832	14440	2895
833	14454	2877
834	14470	2859
835	14488	2842
836	14504	2824
837	14524	2807
838	14540	2790
839	14554	2772
840	14571	2754
841	14589	2737
842	14607	2720
843	14626	2703
844	14644	2686
845	14663	2669
846	14679	2651
847	14696	2634
848	14717	2617
849	14732	2599
850	14748	2582
851	14764	2564
852	14783	2547
853	14801	2530
854	14824	2514
855	14840	2496
856	14856	2478
857	14901	2466
858	14927	2450
859	14944	2432
860	14961	2415
861	14974	2397
862	14988	2379
863	15004	2361
864	15020	2344
865	15038	2326
866	15052	2309
867	15064	2290
868	15079	2273
869	15096	2255
870	15114	2238
871	15129	2220
872	15145	2203
873	15161	2185
874	15177	2168
875	15195	2150
876	15214	2133
877	15228	2116
878	15246	2098
879	15260	2080
880	15277	2063
881	15293	2046
882	15313	2029
883	15331	2011
884	15347	1994
885	15363	1976
886	15378	1959
887	15393	1941
888	15411	1924
889	15426	1906
890	15444	1889
891	15460	1871
892	15474	1854
893	15491	1836
894	15513	1819
895	15528	1802
896	15544	1784
897	15559	1767
898	15575	1749
899	15590	1732
900	15609	1715
901	15625	1697
902	15642	1680
903	15658	1662
904	15673	1645
905	15689	1627
906	15710	1610
907	15727	1593
908	15743	1576
909	15758	1558
910	15776	1541
911	15791	1523
912	15807	1506
913	15826	1489
914	15845	1472
915	15861	1454
916	15875	1436
917	15892	1419
918	15909	1402
919	15927	1384
920	15944	1367
921	15960	1350
922	15976	1332
923	15993	1315
924	16011	1298
925	16029	1280
926	16047	1263
927	16066	1246
928	16084	1229
929	16100	1211
930	16117	1194
931	16131	1176
932	16147	1159
933	16163	1142
934	16178	1124
935	16199	1107
936	16213	1090
937	16231	1072
938	16250	1055
939	16264	1038
940	16278	1020
941	16298	1003
942	16313	986
943	16331	968
944	16346	951
945	16362	934
946	16377	916
947	16393	899
948	16411	881
949	16425	864
950	16443	847
951	16460	829
952	16474	812
953	16493	795
954	16510	777
955	16525	760
956	16544	743
957	16560	726
958	16577	708
959	16599	691
960	16616	674
961	16637	657
962	16652	639
963	16667	622
964	16685	605
965	16705	587
966	16723	570
967	16740	553
968	16756	536
969	16772	518
970	16793	501
971	16810	484
972	16825	466
973	16840	449
974	16859	432
975	16876	414
976	16898	397
977	16917	380
978	16932	363
979	16949	345
980	16966	328
981	16985	311
982	17004	294
983	17018	276
984	17033	259
985	17048	242
986	17063	224
987	17080	207
988	17100	190
989	17116	172
990	17131	155
991	17148	138
992	17162	120
993	17183	103
994	17200	86
995	17216	69
996	17233	51
997	17249	34
998	17263	17
999	17282	0
