iter	MultiClass
132	0.2360656266
133	0.2357516224
134	0.2352081627
135	0.2349460617
136	0.234714299
137	0.2345093506
138	0.2342046423
139	0.2337844455
140	0.2332348614
141	0.2328707905
142	0.2326854475
143	0.2324053297
144	0.2318751588
145	0.2314568717
146	0.2313468568
147	0.2310537714
148	0.2308298975
149	0.2305593051
150	0.2301488828
151	0.2299404035
152	0.2297303658
153	0.2295294648
154	0.2292492896
155	0.2289332263
156	0.2287117088
157	0.2285447018
158	0.2283285426
159	0.2281309725
160	0.2277420538
161	0.227587314
162	0.2274138958
163	0.2272387503
164	0.2270918319
165	0.2267898525
166	0.2265964439
167	0.2263241392
168	0.2260849759
169	0.2258872676
170	0.2256195327
171	0.2254079449
172	0.2252317458
173	0.2249210396
174	0.2246839057
175	0.2245468029
176	0.2243260994
177	0.2239066083
178	0.2237674356
179	0.2235687794
180	0.2233792202
181	0.223193705
182	0.223028157
183	0.2228236492
184	0.2226459214
185	0.2225050679
186	0.2222068076
187	0.2221046522
188	0.2219260754
189	0.2217601183
190	0.2214564129
191	0.2212918273
192	0.2211830528
193	0.2209895316
194	0.2207994238
195	0.2206499915
196	0.2205404688
197	0.2203821203
198	0.2202840353
199	0.2201065724
200	0.219904813
201	0.2196677309
202	0.2194652287
203	0.2192987906
204	0.2191925949
205	0.2190229162
206	0.2188214231
207	0.2187267425
208	0.2185440495
209	0.2184125162
210	0.2182520089
211	0.2181276973
212	0.2180654957
213	0.2180063386
214	0.2178445734
215	0.2177449643
216	0.2175656554
217	0.2174472758
218	0.2173203283
219	0.2171564343
220	0.2169718716
221	0.2168852098
222	0.2167232063
223	0.2165784146
224	0.2164256495
225	0.2163727365
226	0.2162740862
227	0.2161596175
228	0.2160449136
229	0.2159600411
230	0.215854873
231	0.2157450464
232	0.2156067297
233	0.2154600841
234	0.215375532
235	0.2152357744
236	0.2150781011
237	0.2148340692
238	0.2147137611
239	0.2145912421
240	0.214502959
241	0.2143981656
242	0.2142196766
243	0.2141191459
244	0.2139842286
245	0.2139101242
246	0.2137728104
247	0.2136679593
248	0.2135819529
249	0.2134889911
250	0.2133761753
251	0.2133044017
252	0.213229185
253	0.2131315617
254	0.2129730685
255	0.2128390986
256	0.212753978
257	0.2125497313
258	0.2124490099
259	0.2124082179
260	0.2122991198
261	0.2121978187
262	0.2120844395
263	0.2119160257
264	0.2118479116
265	0.2117380747
266	0.2116648207
267	0.211567283
268	0.2114166012
269	0.2112634051
270	0.211152424
271	0.211064948
272	0.2110037578
273	0.2108950565
274	0.2107675202
275	0.2106578306
276	0.2105182885
277	0.2103737643
278	0.2102660242
279	0.2101664596
280	0.2100702194
281	0.2099847832
282	0.2099205919
283	0.2098791135
284	0.2098076813
285	0.209662624
286	0.20957793
287	0.2094226555
288	0.2093014691
289	0.2092033158
290	0.2090988484
291	0.2090279272
292	0.2089407484
293	0.208855565
294	0.2087540817
295	0.2086709405
296	0.2086126297
297	0.2085490046
298	0.2084383081
299	0.2083378169
300	0.2082585778
301	0.2081995177
302	0.2081181067
303	0.2080513415
304	0.2079203594
305	0.2078631061
306	0.2076630771
307	0.2075013349
308	0.2073964706
309	0.2072711714
310	0.2071671324
311	0.207058465
312	0.2069898078
313	0.2068744277
314	0.2067891954
315	0.2067450719
316	0.2066428176
317	0.2065713819
318	0.2064834546
319	0.2064370276
320	0.2063136495
321	0.2062265065
322	0.2061833961
323	0.2061042216
324	0.2060170529
325	0.2059010241
326	0.2058660154
327	0.2058025321
328	0.2057371981
329	0.205665829
330	0.2055633384
331	0.2054876418
332	0.2053942241
333	0.2052747801
334	0.2051740182
335	0.2051048289
336	0.2050705
337	0.2050313271
338	0.204940672
339	0.2049034185
340	0.2048455834
341	0.204755149
342	0.2046816799
343	0.2046380176
344	0.2045507135
345	0.2044566753
346	0.2043984385
347	0.2043411747
348	0.2042724733
349	0.20418751
350	0.2041426258
351	0.2040804836
352	0.2039954448
353	0.2039499695
354	0.2038550535
355	0.2037667788
356	0.203728776
357	0.203640023
358	0.2035307599
359	0.203440135
360	0.2033776755
361	0.2033183451
362	0.2032803937
363	0.2032081799
364	0.2031127633
365	0.2030196116
366	0.2029407331
367	0.2028809494
368	0.2028006594
369	0.2027292645
370	0.2026623562
371	0.2026094216
372	0.2025396881
373	0.2024505197
374	0.202403584
375	0.2023312775
376	0.2022523407
377	0.2021971834
378	0.2021306719
379	0.2020881565
380	0.2020571436
381	0.2019941541
382	0.2019161485
383	0.2017658781
384	0.2016750443
385	0.2016198174
386	0.2015107112
387	0.2014623387
388	0.201416178
389	0.2013424751
390	0.2012657945
391	0.2012193211
392	0.2011627339
393	0.2011231192
394	0.2010846167
395	0.2010166532
396	0.2009838864
397	0.2009049591
398	0.2008168702
399	0.2007547526
400	0.2007289976
401	0.2005235274
402	0.2004410866
403	0.2003541116
404	0.2003297282
405	0.2002952953
406	0.2002378175
407	0.2001651958
408	0.2000817025
409	0.2000197538
410	0.1999505874
411	0.1999139762
412	0.1998518531
413	0.1997743786
414	0.1997267202
415	0.1996444203
416	0.1995510826
417	0.1994901882
418	0.1994261839
419	0.199323035
420	0.1992364051
421	0.1991903408
422	0.1991159935
423	0.1990550931
424	0.1989567826
425	0.1989143747
426	0.1988561651
427	0.1988155162
428	0.1987622092
429	0.1987067109
430	0.1986441829
431	0.1985668117
432	0.1985250123
433	0.1984714679
434	0.1984455563
435	0.198391558
436	0.1983442522
437	0.1982719705
438	0.1982287865
439	0.1982015711
440	0.1981508467
441	0.1980976997
442	0.1980473539
443	0.1980230435
444	0.1979413333
445	0.1978797867
446	0.1978279132
447	0.1977771
448	0.1977125931
449	0.1976668896
450	0.1975809461
451	0.1974840749
452	0.1974215811
453	0.1973319793
454	0.1972566314
455	0.1972339798
456	0.1971815681
457	0.1971387988
458	0.1970538094
459	0.1969959381
460	0.1969557427
461	0.1968958345
462	0.196862464
463	0.1968063305
464	0.1967696729
465	0.1967300148
466	0.1966750249
467	0.1966238626
468	0.1965827403
469	0.1965534404
470	0.1965005628
471	0.1964513703
472	0.1963620069
473	0.1962698898
474	0.1962153207
475	0.1961528394
476	0.1961074944
477	0.1960764184
478	0.1960276357
479	0.1959951562
480	0.1959504136
481	0.1959174263
482	0.1958641984
483	0.1958100668
484	0.1957053492
485	0.1956421487
486	0.1955865106
487	0.1955050453
488	0.1954549378
489	0.1953987889
490	0.1953748105
491	0.1953296626
492	0.1952972308
493	0.1952517178
494	0.195188373
495	0.1951511967
496	0.195088392
497	0.1950441673
498	0.1949835561
499	0.1949098469
500	0.1948102353
501	0.1947692695
502	0.1947040313
503	0.1946550978
504	0.1946110118
505	0.1945767433
506	0.1945397251
507	0.1945018122
508	0.1944596477
509	0.1944247511
510	0.1943694118
511	0.1942819484
512	0.1942257054
513	0.1941813884
514	0.1941214078
515	0.194087769
516	0.1940357981
517	0.1939671116
518	0.1939015807
519	0.1938532199
520	0.1938269836
521	0.1937598998
522	0.193723897
523	0.1936591019
524	0.1936025872
525	0.1935686702
526	0.1935165993
527	0.1934255264
528	0.1933797319
529	0.1933435289
530	0.1932897062
531	0.1932491789
532	0.1931872472
533	0.1931325957
534	0.1930735566
535	0.1930388565
536	0.1929844749
537	0.1929422954
538	0.1928600799
539	0.1928081886
540	0.1927606857
541	0.192717595
542	0.1926806778
543	0.1926215822
544	0.1925710191
545	0.1925420412
546	0.1924868559
547	0.1924516548
548	0.1923894192
549	0.192283747
550	0.192250944
551	0.1921900375
552	0.1921376423
553	0.1920844165
554	0.1920330652
555	0.1919648074
556	0.1919237371
557	0.1918875138
558	0.1918691916
559	0.1918216564
560	0.1917942185
561	0.1917225902
562	0.1916813331
563	0.1916439283
564	0.1915887644
565	0.1915398395
566	0.1915140021
567	0.1914829989
568	0.1914025864
569	0.1913667696
570	0.1913432177
571	0.1913219971
572	0.1912974816
573	0.1912385976
574	0.1911901789
575	0.1911248651
576	0.1910545057
577	0.1910198432
578	0.1909825784
579	0.1909615347
580	0.1909339459
581	0.1908824642
582	0.1908307095
583	0.1907580885
584	0.1906951299
585	0.190647414
586	0.1905770046
587	0.190525684
588	0.190496576
589	0.1904631927
590	0.1904369172
591	0.1903938282
592	0.1903447683
593	0.1903250735
594	0.1902729951
595	0.1902563335
596	0.1902094795
597	0.1901817471
598	0.1901284583
599	0.1900859513
600	0.1900451903
601	0.1900020898
602	0.189959348
603	0.1899318657
604	0.1898835861
605	0.1898369476
606	0.1897983114
607	0.1897738015
608	0.1897358987
609	0.1896618311
610	0.1896036916
611	0.1895516261
612	0.1894888532
613	0.1894059217
614	0.189318601
615	0.1892655001
616	0.1892077334
617	0.1891246576
618	0.1891004692
619	0.1890646082
620	0.1890108061
621	0.1889825598
622	0.1889294606
623	0.1888752488
624	0.1888044529
625	0.188770132
626	0.1887287746
627	0.1886885865
628	0.188664423
629	0.1886346216
630	0.18860413
631	0.1885582809
632	0.1885294892
633	0.1885097199
634	0.1884379256
635	0.1884208631
636	0.1883949442
637	0.1883512769
638	0.188311806
639	0.1882869412
640	0.1882588659
641	0.1882339261
642	0.1881876504
643	0.1881554538
644	0.1881177516
645	0.1880854317
646	0.1880227447
647	0.1879982314
648	0.1879672399
649	0.1879195421
650	0.1878774441
651	0.1878485188
652	0.1877882
653	0.1877264416
654	0.1876911138
655	0.1876484721
656	0.1875851751
657	0.1875661192
658	0.1875269642
659	0.1874967381
660	0.1874518882
661	0.1874256433
662	0.1873822635
663	0.1873519142
664	0.1873213146
665	0.1872868531
666	0.1872269165
667	0.1871701467
668	0.1871382503
669	0.1870784129
670	0.1870243495
671	0.1869802165
672	0.1869446964
673	0.1869106103
674	0.1868834108
675	0.1868411749
676	0.1867887785
677	0.1867447609
678	0.1867000935
679	0.1866440431
680	0.1866158189
681	0.1865666971
682	0.1865458402
683	0.1865028508
684	0.186467958
685	0.1864458242
686	0.1863866642
687	0.186338903
688	0.1863082203
689	0.1862770383
690	0.1862438161
691	0.1861999887
692	0.1861451224
693	0.1861066116
694	0.1860538562
695	0.1860339584
696	0.1859864114
697	0.1859407075
698	0.1859030414
699	0.1858851329
700	0.1858369965
701	0.1858161936
702	0.1857801122
703	0.1857331675
704	0.1856806729
705	0.1856376448
706	0.185580526
707	0.1855430575
708	0.1854977246
709	0.1854194699
710	0.1853768412
711	0.1853440023
712	0.1853052097
713	0.1852576319
714	0.185192199
715	0.1851510979
716	0.185120953
717	0.1850837191
718	0.1850578078
719	0.1850313359
720	0.1850078845
721	0.184951913
722	0.1849281879
723	0.1848889721
724	0.1848560969
725	0.1848056084
726	0.1847635209
727	0.1847216746
728	0.1846545999
729	0.184631218
730	0.1846043727
731	0.1845808628
732	0.1845373828
733	0.1844755083
734	0.184429672
735	0.18438501
736	0.1843719304
737	0.1843390779
738	0.1842945398
739	0.184267847
740	0.1842533068
741	0.1842111456
742	0.1841782168
743	0.1841293411
744	0.184091642
745	0.1840436135
746	0.18401077
747	0.183987963
748	0.1839397278
749	0.1838957281
750	0.1838634135
751	0.1837981325
752	0.18377514
753	0.1837518269
754	0.1837020345
755	0.1836717926
756	0.18363307
757	0.1835912925
758	0.1835707591
759	0.183532193
760	0.1835071047
761	0.1834736541
762	0.1834454908
763	0.1834210646
764	0.1833987955
765	0.1833690665
766	0.183344953
767	0.1833277507
768	0.1832840817
769	0.1832501124
770	0.1831993759
771	0.1831474919
772	0.183103962
773	0.1830494547
774	0.1830151326
775	0.1829599937
776	0.1829210976
777	0.1828936735
778	0.182850823
779	0.1827891818
780	0.1827536986
781	0.1827230619
782	0.1826763361
783	0.1826521081
784	0.182629316
785	0.1826045904
786	0.1825842121
787	0.1825499829
788	0.1825233343
789	0.1825059245
790	0.1824403327
791	0.1824106189
792	0.1823536613
793	0.1823262107
794	0.1822798549
795	0.1822374725
796	0.182197395
797	0.1821570114
798	0.1821329086
799	0.1820969316
800	0.1820663603
801	0.182045042
802	0.1820157645
803	0.1819829674
804	0.1819202126
805	0.1818683847
806	0.1818248688
807	0.1817639197
808	0.1817251877
809	0.181697431
810	0.1816449735
811	0.1816123223
812	0.1815885376
813	0.1815441806
814	0.1815124533
815	0.1814653515
816	0.1814485719
817	0.1814065157
818	0.1813428607
819	0.1813081674
820	0.181273352
821	0.1812551322
822	0.1812023556
823	0.1811473003
824	0.1811208234
825	0.1810657783
826	0.1810176256
827	0.1809789888
828	0.1809481817
829	0.180903719
830	0.1808695217
831	0.180841199
832	0.1807992402
833	0.180778428
834	0.1807298813
835	0.180685714
836	0.1806561977
837	0.180577788
838	0.1805344063
839	0.1805003401
840	0.1804533897
841	0.1804082269
842	0.1803732949
843	0.1803476875
844	0.1802865283
845	0.1802498573
846	0.1801932103
847	0.1801679244
848	0.1801324764
849	0.1800992084
850	0.1800699726
851	0.1800281406
852	0.1799733033
853	0.1799166085
854	0.1798739127
855	0.1798530858
856	0.1798272414
857	0.1797871087
858	0.1797413195
859	0.1797128607
860	0.1796565784
861	0.1796376626
862	0.1796033983
863	0.1795690742
864	0.1795423913
865	0.1795171724
866	0.1794819667
867	0.1794749104
868	0.1794554404
869	0.1794250447
870	0.1793856078
871	0.179366991
872	0.1793162075
873	0.1792738962
874	0.1792276686
875	0.1792070978
876	0.1791791538
877	0.1791626318
878	0.179122577
879	0.1790913083
880	0.1790370632
881	0.1790216845
882	0.1789911249
883	0.1789532501
884	0.178931996
885	0.1788992616
886	0.1788613487
887	0.1788356654
888	0.1788230052
889	0.1787987335
890	0.1787617686
891	0.1787306421
892	0.1787130277
893	0.1786743548
894	0.1786315703
895	0.1785998002
896	0.1785698621
897	0.1785417738
898	0.1785073165
899	0.1784799988
900	0.1784586528
901	0.1784340848
902	0.1784122478
903	0.1783446085
904	0.1783170635
905	0.1782748003
906	0.1782308946
907	0.178189172
908	0.1781665569
909	0.1781435906
910	0.1781118683
911	0.1780819104
912	0.1780661176
913	0.1780197792
914	0.1779810178
915	0.1779291192
916	0.1779093055
917	0.1778813807
918	0.1778417471
919	0.1778157297
920	0.1777845153
921	0.1777346203
922	0.1776777857
923	0.1776415483
924	0.1776094082
925	0.1775838146
926	0.1775467144
927	0.1775097555
928	0.1774855359
929	0.1774695231
930	0.1774060623
931	0.1773743139
932	0.1773527402
933	0.1773089445
934	0.1772793707
935	0.177246044
936	0.1772343143
937	0.1771987337
938	0.1771418184
939	0.1771060899
940	0.1770902075
941	0.1770611731
942	0.1770248354
943	0.1769882495
944	0.176971769
945	0.1769417698
946	0.1769093793
947	0.1768926627
948	0.1768539997
949	0.1768334535
950	0.176793098
951	0.1767478231
952	0.1767205496
953	0.1767017887
954	0.1766651473
955	0.1766217984
956	0.1765847799
957	0.1765630704
958	0.1765133796
959	0.1764938953
960	0.1764660216
961	0.1764360621
962	0.1764065967
963	0.1763858284
964	0.1763551889
965	0.1763296703
966	0.1762917962
967	0.1762532265
968	0.1762250252
969	0.1761763287
970	0.1761545445
971	0.1761212152
972	0.1760829807
973	0.1760630936
974	0.176016634
975	0.1759767453
976	0.1759435649
977	0.1758914099
978	0.1758745284
979	0.1758444342
980	0.1758100858
981	0.1757703839
982	0.1757335143
983	0.1757092869
984	0.1756853745
985	0.1756443992
986	0.1756306878
987	0.1755955654
988	0.1755626411
989	0.1755330984
990	0.1754993441
991	0.1754679548
992	0.1754249765
993	0.1753948577
994	0.1753410037
995	0.1753152942
996	0.1752863195
997	0.1752629846
998	0.1752486185
999	0.1752266939
3819
999	0.1760526946
4
