iter	Passed	Remaining
134	2293	14696
135	2311	14684
136	2325	14651
137	2339	14611
138	2355	14589
139	2374	14589
140	2390	14563
141	2410	14562
142	2426	14539
143	2441	14512
144	2460	14509
145	2481	14515
146	2499	14504
147	2513	14470
148	2531	14458
149	2549	14449
150	2568	14442
151	2586	14430
152	2602	14406
153	2616	14374
154	2632	14353
155	2648	14329
156	2672	14351
157	2691	14344
158	2708	14324
159	2732	14346
160	2752	14341
161	2768	14323
162	2789	14323
163	2809	14321
164	2830	14322
165	2847	14308
166	2868	14308
167	2888	14306
168	2908	14302
169	2928	14297
170	2948	14293
171	2970	14301
172	2995	14318
173	3015	14313
174	3034	14303
175	3052	14291
176	3071	14280
177	3087	14260
178	3108	14256
179	3128	14252
180	3145	14232
181	3169	14244
182	3187	14231
183	3203	14205
184	3223	14200
185	3243	14192
186	3261	14177
187	3275	14146
188	3291	14122
189	3306	14097
190	3321	14067
191	3335	14036
192	3353	14021
193	3368	13994
194	3384	13970
195	3399	13946
196	3418	13932
197	3435	13916
198	3451	13894
199	3465	13861
200	3481	13839
201	3499	13823
202	3516	13806
203	3532	13783
204	3549	13766
205	3565	13743
206	3580	13715
207	3596	13693
208	3612	13672
209	3630	13656
210	3649	13647
211	3666	13628
212	3683	13609
213	3697	13581
214	3715	13564
215	3728	13534
216	3747	13523
217	3762	13496
218	3774	13461
219	3788	13431
220	3804	13410
221	3820	13387
222	3837	13369
223	3855	13355
224	3876	13350
225	3893	13334
226	3914	13330
227	3933	13319
228	3953	13310
229	3969	13290
230	3987	13274
231	4007	13267
232	4026	13253
233	4043	13235
234	4059	13215
235	4077	13199
236	4093	13177
237	4108	13153
238	4120	13119
239	4132	13087
240	4150	13072
241	4168	13057
242	4183	13033
243	4200	13013
244	4215	12991
245	4234	12980
246	4253	12967
247	4267	12940
248	4281	12914
249	4298	12896
250	4312	12869
251	4327	12843
252	4344	12827
253	4359	12804
254	4373	12777
255	4390	12760
256	4406	12739
257	4422	12718
258	4439	12700
259	4457	12685
260	4471	12661
261	4485	12633
262	4506	12629
263	4523	12609
264	4540	12593
265	4558	12578
266	4572	12553
267	4586	12527
268	4601	12503
269	4615	12477
270	4628	12449
271	4645	12434
272	4662	12416
273	4679	12400
274	4696	12380
275	4710	12356
276	4725	12335
277	4742	12316
278	4760	12302
279	4776	12282
280	4793	12265
281	4808	12243
282	4826	12227
283	4841	12207
284	4856	12184
285	4873	12165
286	4886	12140
287	4899	12113
288	4915	12092
289	4934	12080
290	4949	12059
291	4967	12044
292	4985	12030
293	5002	12013
294	5021	12000
295	5037	11980
296	5050	11954
297	5067	11937
298	5084	11920
299	5097	11894
300	5113	11875
301	5130	11857
302	5145	11837
303	5161	11816
304	5175	11792
305	5190	11771
306	5206	11752
307	5222	11734
308	5245	11729
309	5263	11715
310	5278	11693
311	5294	11675
312	5310	11656
313	5329	11642
314	5346	11626
315	5360	11603
316	5377	11585
317	5392	11565
318	5409	11548
319	5428	11535
320	5444	11516
321	5462	11502
322	5478	11481
323	5495	11466
324	5512	11449
325	5530	11434
326	5545	11413
327	5558	11388
328	5574	11369
329	5591	11351
330	5606	11331
331	5624	11316
332	5640	11296
333	5652	11272
334	5668	11252
335	5685	11236
336	5701	11216
337	5717	11197
338	5732	11178
339	5748	11158
340	5765	11142
341	5779	11120
342	5795	11100
343	5811	11081
344	5827	11063
345	5843	11045
346	5858	11024
347	5876	11009
348	5895	10997
349	5913	10981
350	5931	10967
351	5950	10953
352	5969	10941
353	5985	10923
354	6007	10915
355	6029	10907
356	6047	10892
357	6063	10873
358	6082	10859
359	6096	10838
360	6111	10817
361	6127	10798
362	6141	10777
363	6156	10756
364	6172	10738
365	6189	10721
366	6205	10702
367	6221	10684
368	6236	10664
369	6251	10644
370	6268	10627
371	6284	10610
372	6299	10589
373	6315	10570
374	6331	10552
375	6345	10531
376	6359	10509
377	6373	10488
378	6388	10467
379	6405	10451
380	6424	10437
381	6440	10418
382	6459	10405
383	6475	10388
384	6494	10373
385	6513	10360
386	6530	10344
387	6547	10327
388	6563	10309
389	6579	10290
390	6597	10275
391	6610	10252
392	6627	10236
393	6647	10225
394	6663	10206
395	6679	10187
396	6694	10167
397	6710	10150
398	6727	10133
399	6743	10115
400	6759	10096
401	6779	10084
402	6796	10068
403	6812	10050
404	6828	10032
405	6846	10016
406	6863	10000
407	6882	9985
408	6899	9969
409	6918	9956
410	6938	9944
411	6961	9934
412	6978	9918
413	6996	9902
414	7017	9892
415	7037	9879
416	7055	9864
417	7075	9851
418	7094	9837
419	7110	9819
420	7126	9800
421	7140	9779
422	7153	9758
423	7171	9742
424	7187	9724
425	7203	9705
426	7216	9684
427	7231	9664
428	7249	9648
429	7265	9631
430	7282	9614
431	7300	9598
432	7316	9580
433	7329	9558
434	7346	9541
435	7364	9526
436	7382	9510
437	7396	9490
438	7415	9476
439	7431	9458
440	7450	9443
441	7466	9426
442	7485	9411
443	7510	9404
444	7530	9391
445	7549	9377
446	7568	9362
447	7589	9350
448	7611	9341
449	7631	9327
450	7649	9312
451	7673	9303
452	7694	9291
453	7715	9278
454	7733	9263
455	7751	9247
456	7769	9232
457	7784	9212
458	7801	9194
459	7820	9180
460	7842	9169
461	7864	9158
462	7882	9142
463	7907	9134
464	7926	9119
465	7947	9107
466	7966	9091
467	7989	9081
468	8012	9071
469	8033	9058
470	8054	9045
471	8079	9037
472	8105	9031
473	8128	9020
474	8157	9015
475	8179	9003
476	8205	8997
477	8233	8991
478	8257	8981
479	8286	8977
480	8313	8970
481	8340	8963
482	8367	8956
483	8393	8948
484	8421	8942
485	8445	8932
486	8463	8915
487	8481	8898
488	8503	8886
489	8522	8870
490	8542	8856
491	8562	8841
492	8582	8826
493	8607	8816
494	8629	8803
495	8648	8788
496	8666	8770
497	8683	8753
498	8700	8735
499	8716	8716
500	8733	8698
501	8751	8681
502	8766	8662
503	8784	8645
504	8804	8629
505	8821	8612
506	8838	8594
507	8853	8574
508	8869	8555
509	8884	8536
510	8900	8517
511	8915	8497
512	8932	8479
513	8950	8462
514	8966	8444
515	8982	8425
516	9003	8411
517	9019	8392
518	9034	8372
519	9048	8352
520	9062	8331
521	9079	8313
522	9095	8295
523	9112	8277
524	9129	8259
525	9145	8241
526	9162	8223
527	9178	8205
528	9198	8189
529	9213	8170
530	9228	8151
531	9243	8131
532	9262	8115
533	9281	8099
534	9297	8080
535	9313	8062
536	9333	8047
537	9350	8029
538	9366	8010
539	9380	7990
540	9400	7975
541	9420	7960
542	9447	7950
543	9467	7935
544	9490	7923
545	9507	7905
546	9523	7886
547	9542	7870
548	9559	7852
549	9577	7836
550	9595	7819
551	9617	7805
552	9652	7802
553	9672	7786
554	9706	7782
555	9731	7771
556	9749	7753
557	9771	7740
558	9792	7725
559	9810	7708
560	9828	7691
561	9854	7680
562	9876	7666
563	9898	7652
564	9918	7636
565	9942	7623
566	9963	7608
567	9986	7595
568	10004	7577
569	10023	7561
570	10044	7546
571	10068	7533
572	10091	7520
573	10109	7502
574	10133	7489
575	10158	7477
576	10182	7464
577	10209	7453
578	10234	7441
579	10254	7425
580	10274	7410
581	10296	7395
582	10320	7381
583	10338	7364
584	10357	7347
585	10379	7332
586	10397	7315
587	10416	7298
588	10441	7285
589	10467	7274
590	10485	7256
591	10506	7241
592	10527	7225
593	10550	7211
594	10570	7195
595	10595	7182
596	10615	7165
597	10638	7151
598	10662	7138
599	10687	7125
600	10706	7107
601	10724	7090
602	10744	7074
603	10764	7057
604	10787	7042
605	10804	7024
606	10822	7006
607	10842	6990
608	10861	6973
609	10881	6957
610	10902	6941
611	10924	6925
612	10946	6910
613	10971	6897
614	10997	6884
615	11018	6868
616	11043	6855
617	11071	6843
618	11093	6828
619	11111	6810
620	11130	6793
621	11152	6777
622	11172	6760
623	11195	6746
624	11213	6728
625	11237	6713
626	11259	6698
627	11283	6683
628	11305	6668
629	11329	6653
630	11353	6639
631	11381	6627
632	11400	6609
633	11421	6593
634	11448	6580
635	11473	6566
636	11497	6551
637	11518	6535
638	11543	6521
639	11568	6507
640	11591	6492
641	11613	6476
642	11635	6460
643	11658	6444
644	11686	6431
645	11710	6416
646	11731	6400
647	11759	6387
648	11782	6372
649	11810	6359
650	11835	6344
651	11855	6327
652	11872	6308
653	11891	6291
654	11910	6273
655	11934	6258
656	11955	6241
657	11985	6229
658	12004	6211
659	12025	6194
660	12045	6177
661	12064	6159
662	12082	6141
663	12100	6123
664	12116	6103
665	12133	6084
666	12152	6066
667	12167	6047
668	12186	6029
669	12202	6010
670	12221	5992
671	12238	5973
672	12257	5955
673	12276	5938
674	12296	5920
675	12314	5902
676	12331	5883
677	12348	5864
678	12369	5847
679	12387	5829
680	12409	5812
681	12436	5798
682	12459	5782
683	12487	5769
684	12513	5754
685	12537	5738
686	12562	5723
687	12586	5707
688	12608	5691
689	12632	5675
690	12653	5658
691	12678	5643
692	12704	5628
693	12728	5612
694	12752	5596
695	12777	5580
696	12797	5563
697	12820	5546
698	12844	5530
699	12867	5514
700	12886	5496
701	12910	5480
702	12932	5463
703	12951	5445
704	12969	5427
705	12992	5410
706	13012	5392
707	13032	5374
708	13056	5358
709	13074	5340
710	13093	5322
711	13115	5305
712	13135	5287
713	13158	5270
714	13174	5251
715	13195	5233
716	13214	5215
717	13234	5197
718	13257	5181
719	13278	5163
720	13297	5145
721	13321	5129
722	13341	5111
723	13368	5096
724	13389	5078
725	13408	5060
726	13427	5042
727	13444	5023
728	13463	5004
729	13479	4985
730	13494	4965
731	13511	4946
732	13529	4928
733	13545	4908
734	13569	4892
735	13587	4873
736	13607	4855
737	13628	4838
738	13647	4820
739	13669	4802
740	13684	4783
741	13698	4763
742	13717	4744
743	13736	4726
744	13758	4709
745	13774	4690
746	13794	4671
747	13811	4653
748	13831	4635
749	13847	4615
750	13867	4597
751	13883	4578
752	13901	4559
753	13919	4541
754	13939	4523
755	13959	4505
756	13975	4486
757	13993	4467
758	14013	4449
759	14030	4430
760	14055	4414
761	14075	4396
762	14094	4377
763	14111	4358
764	14132	4341
765	14151	4323
766	14172	4305
767	14192	4287
768	14213	4269
769	14234	4251
770	14253	4233
771	14274	4215
772	14291	4196
773	14310	4178
774	14331	4160
775	14353	4143
776	14372	4125
777	14392	4106
778	14414	4089
779	14436	4071
780	14458	4054
781	14477	4035
782	14494	4017
783	14510	3997
784	14531	3980
785	14555	3962
786	14573	3944
787	14590	3925
788	14608	3906
789	14624	3887
790	14643	3869
791	14662	3850
792	14678	3831
793	14698	3813
794	14714	3794
795	14729	3774
796	14747	3756
797	14761	3736
798	14776	3717
799	14791	3697
800	14810	3679
801	14827	3660
802	14846	3642
803	14863	3623
804	14882	3605
805	14897	3585
806	14916	3567
807	14931	3548
808	14951	3529
809	14968	3511
810	14983	3491
811	14999	3472
812	15014	3453
813	15032	3434
814	15047	3415
815	15061	3396
816	15075	3376
817	15089	3357
818	15106	3338
819	15120	3319
820	15141	3301
821	15161	3283
822	15177	3264
823	15195	3245
824	15211	3226
825	15228	3207
826	15248	3189
827	15265	3171
828	15284	3152
829	15303	3134
830	15321	3115
831	15343	3098
832	15362	3079
833	15383	3061
834	15401	3043
835	15422	3025
836	15440	3007
837	15458	2988
838	15471	2968
839	15490	2950
840	15508	2932
841	15525	2913
842	15544	2895
843	15563	2876
844	15579	2857
845	15601	2840
846	15622	2822
847	15642	2803
848	15660	2785
849	15679	2766
850	15697	2748
851	15715	2729
852	15735	2711
853	15753	2693
854	15774	2675
855	15790	2656
856	15807	2637
857	15822	2618
858	15841	2600
859	15857	2581
860	15872	2562
861	15889	2543
862	15907	2525
863	15929	2507
864	15950	2489
865	15972	2471
866	15990	2452
867	16006	2434
868	16024	2415
869	16043	2397
870	16061	2378
871	16080	2360
872	16097	2341
873	16115	2323
874	16131	2304
875	16152	2286
876	16167	2267
877	16189	2249
878	16204	2230
879	16221	2211
880	16239	2193
881	16254	2174
882	16270	2155
883	16285	2136
884	16299	2118
885	16317	2099
886	16332	2080
887	16347	2061
888	16364	2043
889	16380	2024
890	16397	2005
891	16414	1987
892	16429	1968
893	16445	1949
894	16463	1931
895	16479	1912
896	16495	1894
897	16511	1875
898	16529	1857
899	16548	1838
900	16567	1820
901	16584	1801
902	16600	1783
903	16615	1764
904	16634	1746
905	16650	1727
906	16664	1708
907	16679	1689
908	16694	1671
909	16711	1652
910	16726	1634
911	16743	1615
912	16758	1596
913	16773	1578
914	16788	1559
915	16804	1541
916	16823	1522
917	16839	1504
918	16856	1485
919	16870	1466
920	16886	1448
921	16904	1430
922	16925	1412
923	16943	1393
924	16960	1375
925	16979	1356
926	16994	1338
927	17009	1319
928	17028	1301
929	17049	1283
930	17064	1264
931	17082	1246
932	17101	1228
933	17118	1209
934	17139	1191
935	17157	1173
936	17176	1154
937	17193	1136
938	17210	1118
939	17229	1099
940	17247	1081
941	17264	1063
942	17282	1044
943	17300	1026
944	17318	1007
945	17335	989
946	17353	971
947	17373	952
948	17393	934
949	17410	916
950	17433	898
951	17449	879
952	17466	861
953	17482	842
954	17500	824
955	17522	806
956	17539	788
957	17556	769
958	17572	751
959	17589	732
960	17605	714
961	17620	696
962	17637	677
963	17652	659
964	17668	640
965	17686	622
966	17701	604
967	17721	585
968	17735	567
969	17750	548
970	17767	530
971	17788	512
972	17805	494
973	17825	475
974	17842	457
975	17858	439
976	17875	420
977	17895	402
978	17915	384
979	17936	366
980	17957	347
981	17978	329
982	17999	311
983	18019	292
984	18036	274
985	18054	256
986	18077	238
987	18098	219
988	18123	201
989	18143	183
990	18165	164
991	18188	146
992	18209	128
993	18225	110
994	18241	91
995	18259	73
996	18278	55
997	18294	36
998	18313	18
999	18332	0
